ds,t-29,h-29,t-28,h-28,t-27,h-27,t-26,h-26,t-25,h-25,t-24,h-24,t-23,h-23,t-22,h-22,t-21,h-21,t-20,h-20,t-19,h-19,t-18,h-18,t-17,h-17,t-16,h-16,t-15,h-15,t-14,h-14,t-13,h-13,t-12,h-12,t-11,h-11,t-10,h-10,t-9,h-9,t-8,h-8,t-7,h-7,t-6,h-6,t-5,h-5,t-4,h-4,t-3,h-3,t-2,h-2,t-1,h-1,t+0,h+0,t+1,h+1,t+2,h+2,t+3,h+3,t+4,h+4,t+5,h+5,t+6,h+6,t+7,h+7
2013-02-15,849009.2800000012,0.0,1018633.5000000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992762.0500000012,1.0,1020890.660000002,0.0,886708.3200000016,0.0,1118493.5100000007,0.0,1974.0,0.0,0.0,0.0,0.0,0.0,1073388.1000000015,0.0,1053056.880000002,0.0,851115.1600000011,0.0,1074732.7900000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1173355.5000000014,0.0,1176898.5200000026,0.0,979188.540000002,0.0,1284407.0600000024,0.0,1130.88,0.0,0.0,0.0,0.0,0.0,1111755.510000002,0.0,1139808.4300000018,0.0,1349704.1400000015,0.0,1229363.3400000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1141825.2400000016,1.0,1087255.5700000015,0.0,862261.3700000017,0.0,1183853.7600000016,0.0
2013-02-16,1018633.5000000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992762.0500000012,1.0,1020890.660000002,0.0,886708.3200000016,0.0,1118493.5100000007,0.0,1974.0,0.0,0.0,0.0,0.0,0.0,1073388.1000000015,0.0,1053056.880000002,0.0,851115.1600000011,0.0,1074732.7900000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1173355.5000000014,0.0,1176898.5200000026,0.0,979188.540000002,0.0,1284407.0600000024,0.0,1130.88,0.0,0.0,0.0,0.0,0.0,1111755.510000002,0.0,1139808.4300000018,0.0,1349704.1400000015,0.0,1229363.3400000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1141825.2400000016,1.0,1087255.5700000015,0.0,862261.3700000017,0.0,1183853.7600000016,0.0,2105.5600000000004,0.0
2013-02-17,0.0,0.0,0.0,0.0,0.0,0.0,992762.0500000012,1.0,1020890.660000002,0.0,886708.3200000016,0.0,1118493.5100000007,0.0,1974.0,0.0,0.0,0.0,0.0,0.0,1073388.1000000015,0.0,1053056.880000002,0.0,851115.1600000011,0.0,1074732.7900000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1173355.5000000014,0.0,1176898.5200000026,0.0,979188.540000002,0.0,1284407.0600000024,0.0,1130.88,0.0,0.0,0.0,0.0,0.0,1111755.510000002,0.0,1139808.4300000018,0.0,1349704.1400000015,0.0,1229363.3400000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1141825.2400000016,1.0,1087255.5700000015,0.0,862261.3700000017,0.0,1183853.7600000016,0.0,2105.5600000000004,0.0,0.0,0.0
2013-02-18,0.0,0.0,0.0,0.0,992762.0500000012,1.0,1020890.660000002,0.0,886708.3200000016,0.0,1118493.5100000007,0.0,1974.0,0.0,0.0,0.0,0.0,0.0,1073388.1000000015,0.0,1053056.880000002,0.0,851115.1600000011,0.0,1074732.7900000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1173355.5000000014,0.0,1176898.5200000026,0.0,979188.540000002,0.0,1284407.0600000024,0.0,1130.88,0.0,0.0,0.0,0.0,0.0,1111755.510000002,0.0,1139808.4300000018,0.0,1349704.1400000015,0.0,1229363.3400000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1141825.2400000016,1.0,1087255.5700000015,0.0,862261.3700000017,0.0,1183853.7600000016,0.0,2105.5600000000004,0.0,0.0,0.0,0.0,0.0
2013-02-19,0.0,0.0,992762.0500000012,1.0,1020890.660000002,0.0,886708.3200000016,0.0,1118493.5100000007,0.0,1974.0,0.0,0.0,0.0,0.0,0.0,1073388.1000000015,0.0,1053056.880000002,0.0,851115.1600000011,0.0,1074732.7900000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1173355.5000000014,0.0,1176898.5200000026,0.0,979188.540000002,0.0,1284407.0600000024,0.0,1130.88,0.0,0.0,0.0,0.0,0.0,1111755.510000002,0.0,1139808.4300000018,0.0,1349704.1400000015,0.0,1229363.3400000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1141825.2400000016,1.0,1087255.5700000015,0.0,862261.3700000017,0.0,1183853.7600000016,0.0,2105.5600000000004,0.0,0.0,0.0,0.0,0.0,1203117.020000002,0.0
2013-02-20,992762.0500000012,1.0,1020890.660000002,0.0,886708.3200000016,0.0,1118493.5100000007,0.0,1974.0,0.0,0.0,0.0,0.0,0.0,1073388.1000000015,0.0,1053056.880000002,0.0,851115.1600000011,0.0,1074732.7900000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1173355.5000000014,0.0,1176898.5200000026,0.0,979188.540000002,0.0,1284407.0600000024,0.0,1130.88,0.0,0.0,0.0,0.0,0.0,1111755.510000002,0.0,1139808.4300000018,0.0,1349704.1400000015,0.0,1229363.3400000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1141825.2400000016,1.0,1087255.5700000015,0.0,862261.3700000017,0.0,1183853.7600000016,0.0,2105.5600000000004,0.0,0.0,0.0,0.0,0.0,1203117.020000002,0.0,1168684.7700000028,0.0
2013-02-21,1020890.660000002,0.0,886708.3200000016,0.0,1118493.5100000007,0.0,1974.0,0.0,0.0,0.0,0.0,0.0,1073388.1000000015,0.0,1053056.880000002,0.0,851115.1600000011,0.0,1074732.7900000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1173355.5000000014,0.0,1176898.5200000026,0.0,979188.540000002,0.0,1284407.0600000024,0.0,1130.88,0.0,0.0,0.0,0.0,0.0,1111755.510000002,0.0,1139808.4300000018,0.0,1349704.1400000015,0.0,1229363.3400000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1141825.2400000016,1.0,1087255.5700000015,0.0,862261.3700000017,0.0,1183853.7600000016,0.0,2105.5600000000004,0.0,0.0,0.0,0.0,0.0,1203117.020000002,0.0,1168684.7700000028,0.0,1028803.950000002,0.0
2013-02-22,886708.3200000016,0.0,1118493.5100000007,0.0,1974.0,0.0,0.0,0.0,0.0,0.0,1073388.1000000015,0.0,1053056.880000002,0.0,851115.1600000011,0.0,1074732.7900000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1173355.5000000014,0.0,1176898.5200000026,0.0,979188.540000002,0.0,1284407.0600000024,0.0,1130.88,0.0,0.0,0.0,0.0,0.0,1111755.510000002,0.0,1139808.4300000018,0.0,1349704.1400000015,0.0,1229363.3400000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1141825.2400000016,1.0,1087255.5700000015,0.0,862261.3700000017,0.0,1183853.7600000016,0.0,2105.5600000000004,0.0,0.0,0.0,0.0,0.0,1203117.020000002,0.0,1168684.7700000028,0.0,1028803.950000002,0.0,1135086.5400000021,0.0
2013-02-23,1118493.5100000007,0.0,1974.0,0.0,0.0,0.0,0.0,0.0,1073388.1000000015,0.0,1053056.880000002,0.0,851115.1600000011,0.0,1074732.7900000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1173355.5000000014,0.0,1176898.5200000026,0.0,979188.540000002,0.0,1284407.0600000024,0.0,1130.88,0.0,0.0,0.0,0.0,0.0,1111755.510000002,0.0,1139808.4300000018,0.0,1349704.1400000015,0.0,1229363.3400000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1141825.2400000016,1.0,1087255.5700000015,0.0,862261.3700000017,0.0,1183853.7600000016,0.0,2105.5600000000004,0.0,0.0,0.0,0.0,0.0,1203117.020000002,0.0,1168684.7700000028,0.0,1028803.950000002,0.0,1135086.5400000021,0.0,0.0,0.0
2013-02-24,1974.0,0.0,0.0,0.0,0.0,0.0,1073388.1000000015,0.0,1053056.880000002,0.0,851115.1600000011,0.0,1074732.7900000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1173355.5000000014,0.0,1176898.5200000026,0.0,979188.540000002,0.0,1284407.0600000024,0.0,1130.88,0.0,0.0,0.0,0.0,0.0,1111755.510000002,0.0,1139808.4300000018,0.0,1349704.1400000015,0.0,1229363.3400000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1141825.2400000016,1.0,1087255.5700000015,0.0,862261.3700000017,0.0,1183853.7600000016,0.0,2105.5600000000004,0.0,0.0,0.0,0.0,0.0,1203117.020000002,0.0,1168684.7700000028,0.0,1028803.950000002,0.0,1135086.5400000021,0.0,0.0,0.0,0.0,0.0
2013-02-25,0.0,0.0,0.0,0.0,1073388.1000000015,0.0,1053056.880000002,0.0,851115.1600000011,0.0,1074732.7900000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1173355.5000000014,0.0,1176898.5200000026,0.0,979188.540000002,0.0,1284407.0600000024,0.0,1130.88,0.0,0.0,0.0,0.0,0.0,1111755.510000002,0.0,1139808.4300000018,0.0,1349704.1400000015,0.0,1229363.3400000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1141825.2400000016,1.0,1087255.5700000015,0.0,862261.3700000017,0.0,1183853.7600000016,0.0,2105.5600000000004,0.0,0.0,0.0,0.0,0.0,1203117.020000002,0.0,1168684.7700000028,0.0,1028803.950000002,0.0,1135086.5400000021,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-26,0.0,0.0,1073388.1000000015,0.0,1053056.880000002,0.0,851115.1600000011,0.0,1074732.7900000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1173355.5000000014,0.0,1176898.5200000026,0.0,979188.540000002,0.0,1284407.0600000024,0.0,1130.88,0.0,0.0,0.0,0.0,0.0,1111755.510000002,0.0,1139808.4300000018,0.0,1349704.1400000015,0.0,1229363.3400000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1141825.2400000016,1.0,1087255.5700000015,0.0,862261.3700000017,0.0,1183853.7600000016,0.0,2105.5600000000004,0.0,0.0,0.0,0.0,0.0,1203117.020000002,0.0,1168684.7700000028,0.0,1028803.950000002,0.0,1135086.5400000021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1203606.8000000014,0.0
2013-02-27,1073388.1000000015,0.0,1053056.880000002,0.0,851115.1600000011,0.0,1074732.7900000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1173355.5000000014,0.0,1176898.5200000026,0.0,979188.540000002,0.0,1284407.0600000024,0.0,1130.88,0.0,0.0,0.0,0.0,0.0,1111755.510000002,0.0,1139808.4300000018,0.0,1349704.1400000015,0.0,1229363.3400000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1141825.2400000016,1.0,1087255.5700000015,0.0,862261.3700000017,0.0,1183853.7600000016,0.0,2105.5600000000004,0.0,0.0,0.0,0.0,0.0,1203117.020000002,0.0,1168684.7700000028,0.0,1028803.950000002,0.0,1135086.5400000021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1203606.8000000014,0.0,1184093.9400000023,0.0
2013-02-28,1053056.880000002,0.0,851115.1600000011,0.0,1074732.7900000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1173355.5000000014,0.0,1176898.5200000026,0.0,979188.540000002,0.0,1284407.0600000024,0.0,1130.88,0.0,0.0,0.0,0.0,0.0,1111755.510000002,0.0,1139808.4300000018,0.0,1349704.1400000015,0.0,1229363.3400000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1141825.2400000016,1.0,1087255.5700000015,0.0,862261.3700000017,0.0,1183853.7600000016,0.0,2105.5600000000004,0.0,0.0,0.0,0.0,0.0,1203117.020000002,0.0,1168684.7700000028,0.0,1028803.950000002,0.0,1135086.5400000021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1203606.8000000014,0.0,1184093.9400000023,0.0,882481.2000000016,0.0
2013-03-01,851115.1600000011,0.0,1074732.7900000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1173355.5000000014,0.0,1176898.5200000026,0.0,979188.540000002,0.0,1284407.0600000024,0.0,1130.88,0.0,0.0,0.0,0.0,0.0,1111755.510000002,0.0,1139808.4300000018,0.0,1349704.1400000015,0.0,1229363.3400000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1141825.2400000016,1.0,1087255.5700000015,0.0,862261.3700000017,0.0,1183853.7600000016,0.0,2105.5600000000004,0.0,0.0,0.0,0.0,0.0,1203117.020000002,0.0,1168684.7700000028,0.0,1028803.950000002,0.0,1135086.5400000021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1203606.8000000014,0.0,1184093.9400000023,0.0,882481.2000000016,0.0,1273253.620000002,0.0
2013-03-02,1074732.7900000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1173355.5000000014,0.0,1176898.5200000026,0.0,979188.540000002,0.0,1284407.0600000024,0.0,1130.88,0.0,0.0,0.0,0.0,0.0,1111755.510000002,0.0,1139808.4300000018,0.0,1349704.1400000015,0.0,1229363.3400000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1141825.2400000016,1.0,1087255.5700000015,0.0,862261.3700000017,0.0,1183853.7600000016,0.0,2105.5600000000004,0.0,0.0,0.0,0.0,0.0,1203117.020000002,0.0,1168684.7700000028,0.0,1028803.950000002,0.0,1135086.5400000021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1203606.8000000014,0.0,1184093.9400000023,0.0,882481.2000000016,0.0,1273253.620000002,0.0,0.0,0.0
2013-03-03,0.0,0.0,0.0,0.0,0.0,0.0,1173355.5000000014,0.0,1176898.5200000026,0.0,979188.540000002,0.0,1284407.0600000024,0.0,1130.88,0.0,0.0,0.0,0.0,0.0,1111755.510000002,0.0,1139808.4300000018,0.0,1349704.1400000015,0.0,1229363.3400000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1141825.2400000016,1.0,1087255.5700000015,0.0,862261.3700000017,0.0,1183853.7600000016,0.0,2105.5600000000004,0.0,0.0,0.0,0.0,0.0,1203117.020000002,0.0,1168684.7700000028,0.0,1028803.950000002,0.0,1135086.5400000021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1203606.8000000014,0.0,1184093.9400000023,0.0,882481.2000000016,0.0,1273253.620000002,0.0,0.0,0.0,0.0,0.0
2013-03-04,0.0,0.0,0.0,0.0,1173355.5000000014,0.0,1176898.5200000026,0.0,979188.540000002,0.0,1284407.0600000024,0.0,1130.88,0.0,0.0,0.0,0.0,0.0,1111755.510000002,0.0,1139808.4300000018,0.0,1349704.1400000015,0.0,1229363.3400000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1141825.2400000016,1.0,1087255.5700000015,0.0,862261.3700000017,0.0,1183853.7600000016,0.0,2105.5600000000004,0.0,0.0,0.0,0.0,0.0,1203117.020000002,0.0,1168684.7700000028,0.0,1028803.950000002,0.0,1135086.5400000021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1203606.8000000014,0.0,1184093.9400000023,0.0,882481.2000000016,0.0,1273253.620000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-05,0.0,0.0,1173355.5000000014,0.0,1176898.5200000026,0.0,979188.540000002,0.0,1284407.0600000024,0.0,1130.88,0.0,0.0,0.0,0.0,0.0,1111755.510000002,0.0,1139808.4300000018,0.0,1349704.1400000015,0.0,1229363.3400000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1141825.2400000016,1.0,1087255.5700000015,0.0,862261.3700000017,0.0,1183853.7600000016,0.0,2105.5600000000004,0.0,0.0,0.0,0.0,0.0,1203117.020000002,0.0,1168684.7700000028,0.0,1028803.950000002,0.0,1135086.5400000021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1203606.8000000014,0.0,1184093.9400000023,0.0,882481.2000000016,0.0,1273253.620000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1227524.1100000013,0.0
2013-03-06,1173355.5000000014,0.0,1176898.5200000026,0.0,979188.540000002,0.0,1284407.0600000024,0.0,1130.88,0.0,0.0,0.0,0.0,0.0,1111755.510000002,0.0,1139808.4300000018,0.0,1349704.1400000015,0.0,1229363.3400000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1141825.2400000016,1.0,1087255.5700000015,0.0,862261.3700000017,0.0,1183853.7600000016,0.0,2105.5600000000004,0.0,0.0,0.0,0.0,0.0,1203117.020000002,0.0,1168684.7700000028,0.0,1028803.950000002,0.0,1135086.5400000021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1203606.8000000014,0.0,1184093.9400000023,0.0,882481.2000000016,0.0,1273253.620000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1227524.1100000013,0.0,1304245.1700000023,0.0
2013-03-07,1176898.5200000026,0.0,979188.540000002,0.0,1284407.0600000024,0.0,1130.88,0.0,0.0,0.0,0.0,0.0,1111755.510000002,0.0,1139808.4300000018,0.0,1349704.1400000015,0.0,1229363.3400000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1141825.2400000016,1.0,1087255.5700000015,0.0,862261.3700000017,0.0,1183853.7600000016,0.0,2105.5600000000004,0.0,0.0,0.0,0.0,0.0,1203117.020000002,0.0,1168684.7700000028,0.0,1028803.950000002,0.0,1135086.5400000021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1203606.8000000014,0.0,1184093.9400000023,0.0,882481.2000000016,0.0,1273253.620000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1227524.1100000013,0.0,1304245.1700000023,0.0,1094880.5800000015,0.0
2013-03-08,979188.540000002,0.0,1284407.0600000024,0.0,1130.88,0.0,0.0,0.0,0.0,0.0,1111755.510000002,0.0,1139808.4300000018,0.0,1349704.1400000015,0.0,1229363.3400000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1141825.2400000016,1.0,1087255.5700000015,0.0,862261.3700000017,0.0,1183853.7600000016,0.0,2105.5600000000004,0.0,0.0,0.0,0.0,0.0,1203117.020000002,0.0,1168684.7700000028,0.0,1028803.950000002,0.0,1135086.5400000021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1203606.8000000014,0.0,1184093.9400000023,0.0,882481.2000000016,0.0,1273253.620000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1227524.1100000013,0.0,1304245.1700000023,0.0,1094880.5800000015,0.0,1330232.4800000016,0.0
2013-03-09,1284407.0600000024,0.0,1130.88,0.0,0.0,0.0,0.0,0.0,1111755.510000002,0.0,1139808.4300000018,0.0,1349704.1400000015,0.0,1229363.3400000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1141825.2400000016,1.0,1087255.5700000015,0.0,862261.3700000017,0.0,1183853.7600000016,0.0,2105.5600000000004,0.0,0.0,0.0,0.0,0.0,1203117.020000002,0.0,1168684.7700000028,0.0,1028803.950000002,0.0,1135086.5400000021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1203606.8000000014,0.0,1184093.9400000023,0.0,882481.2000000016,0.0,1273253.620000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1227524.1100000013,0.0,1304245.1700000023,0.0,1094880.5800000015,0.0,1330232.4800000016,0.0,6838.92,0.0
2013-03-10,1130.88,0.0,0.0,0.0,0.0,0.0,1111755.510000002,0.0,1139808.4300000018,0.0,1349704.1400000015,0.0,1229363.3400000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1141825.2400000016,1.0,1087255.5700000015,0.0,862261.3700000017,0.0,1183853.7600000016,0.0,2105.5600000000004,0.0,0.0,0.0,0.0,0.0,1203117.020000002,0.0,1168684.7700000028,0.0,1028803.950000002,0.0,1135086.5400000021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1203606.8000000014,0.0,1184093.9400000023,0.0,882481.2000000016,0.0,1273253.620000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1227524.1100000013,0.0,1304245.1700000023,0.0,1094880.5800000015,0.0,1330232.4800000016,0.0,6838.92,0.0,0.0,0.0
2013-03-11,0.0,0.0,0.0,0.0,1111755.510000002,0.0,1139808.4300000018,0.0,1349704.1400000015,0.0,1229363.3400000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1141825.2400000016,1.0,1087255.5700000015,0.0,862261.3700000017,0.0,1183853.7600000016,0.0,2105.5600000000004,0.0,0.0,0.0,0.0,0.0,1203117.020000002,0.0,1168684.7700000028,0.0,1028803.950000002,0.0,1135086.5400000021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1203606.8000000014,0.0,1184093.9400000023,0.0,882481.2000000016,0.0,1273253.620000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1227524.1100000013,0.0,1304245.1700000023,0.0,1094880.5800000015,0.0,1330232.4800000016,0.0,6838.92,0.0,0.0,0.0,0.0,0.0
2013-03-12,0.0,0.0,1111755.510000002,0.0,1139808.4300000018,0.0,1349704.1400000015,0.0,1229363.3400000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1141825.2400000016,1.0,1087255.5700000015,0.0,862261.3700000017,0.0,1183853.7600000016,0.0,2105.5600000000004,0.0,0.0,0.0,0.0,0.0,1203117.020000002,0.0,1168684.7700000028,0.0,1028803.950000002,0.0,1135086.5400000021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1203606.8000000014,0.0,1184093.9400000023,0.0,882481.2000000016,0.0,1273253.620000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1227524.1100000013,0.0,1304245.1700000023,0.0,1094880.5800000015,0.0,1330232.4800000016,0.0,6838.92,0.0,0.0,0.0,0.0,0.0,1157228.5100000016,0.0
2013-03-13,1111755.510000002,0.0,1139808.4300000018,0.0,1349704.1400000015,0.0,1229363.3400000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1141825.2400000016,1.0,1087255.5700000015,0.0,862261.3700000017,0.0,1183853.7600000016,0.0,2105.5600000000004,0.0,0.0,0.0,0.0,0.0,1203117.020000002,0.0,1168684.7700000028,0.0,1028803.950000002,0.0,1135086.5400000021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1203606.8000000014,0.0,1184093.9400000023,0.0,882481.2000000016,0.0,1273253.620000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1227524.1100000013,0.0,1304245.1700000023,0.0,1094880.5800000015,0.0,1330232.4800000016,0.0,6838.92,0.0,0.0,0.0,0.0,0.0,1157228.5100000016,0.0,1086065.510000002,0.0
2013-03-14,1139808.4300000018,0.0,1349704.1400000015,0.0,1229363.3400000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1141825.2400000016,1.0,1087255.5700000015,0.0,862261.3700000017,0.0,1183853.7600000016,0.0,2105.5600000000004,0.0,0.0,0.0,0.0,0.0,1203117.020000002,0.0,1168684.7700000028,0.0,1028803.950000002,0.0,1135086.5400000021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1203606.8000000014,0.0,1184093.9400000023,0.0,882481.2000000016,0.0,1273253.620000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1227524.1100000013,0.0,1304245.1700000023,0.0,1094880.5800000015,0.0,1330232.4800000016,0.0,6838.92,0.0,0.0,0.0,0.0,0.0,1157228.5100000016,0.0,1086065.510000002,0.0,936591.9900000016,0.0
2013-03-15,1349704.1400000015,0.0,1229363.3400000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1141825.2400000016,1.0,1087255.5700000015,0.0,862261.3700000017,0.0,1183853.7600000016,0.0,2105.5600000000004,0.0,0.0,0.0,0.0,0.0,1203117.020000002,0.0,1168684.7700000028,0.0,1028803.950000002,0.0,1135086.5400000021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1203606.8000000014,0.0,1184093.9400000023,0.0,882481.2000000016,0.0,1273253.620000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1227524.1100000013,0.0,1304245.1700000023,0.0,1094880.5800000015,0.0,1330232.4800000016,0.0,6838.92,0.0,0.0,0.0,0.0,0.0,1157228.5100000016,0.0,1086065.510000002,0.0,936591.9900000016,0.0,1127906.100000002,0.0
2013-03-16,1229363.3400000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1141825.2400000016,1.0,1087255.5700000015,0.0,862261.3700000017,0.0,1183853.7600000016,0.0,2105.5600000000004,0.0,0.0,0.0,0.0,0.0,1203117.020000002,0.0,1168684.7700000028,0.0,1028803.950000002,0.0,1135086.5400000021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1203606.8000000014,0.0,1184093.9400000023,0.0,882481.2000000016,0.0,1273253.620000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1227524.1100000013,0.0,1304245.1700000023,0.0,1094880.5800000015,0.0,1330232.4800000016,0.0,6838.92,0.0,0.0,0.0,0.0,0.0,1157228.5100000016,0.0,1086065.510000002,0.0,936591.9900000016,0.0,1127906.100000002,0.0,0.0,0.0
2013-03-17,0.0,0.0,0.0,0.0,0.0,0.0,1141825.2400000016,1.0,1087255.5700000015,0.0,862261.3700000017,0.0,1183853.7600000016,0.0,2105.5600000000004,0.0,0.0,0.0,0.0,0.0,1203117.020000002,0.0,1168684.7700000028,0.0,1028803.950000002,0.0,1135086.5400000021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1203606.8000000014,0.0,1184093.9400000023,0.0,882481.2000000016,0.0,1273253.620000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1227524.1100000013,0.0,1304245.1700000023,0.0,1094880.5800000015,0.0,1330232.4800000016,0.0,6838.92,0.0,0.0,0.0,0.0,0.0,1157228.5100000016,0.0,1086065.510000002,0.0,936591.9900000016,0.0,1127906.100000002,0.0,0.0,0.0,0.0,0.0
2013-03-18,0.0,0.0,0.0,0.0,1141825.2400000016,1.0,1087255.5700000015,0.0,862261.3700000017,0.0,1183853.7600000016,0.0,2105.5600000000004,0.0,0.0,0.0,0.0,0.0,1203117.020000002,0.0,1168684.7700000028,0.0,1028803.950000002,0.0,1135086.5400000021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1203606.8000000014,0.0,1184093.9400000023,0.0,882481.2000000016,0.0,1273253.620000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1227524.1100000013,0.0,1304245.1700000023,0.0,1094880.5800000015,0.0,1330232.4800000016,0.0,6838.92,0.0,0.0,0.0,0.0,0.0,1157228.5100000016,0.0,1086065.510000002,0.0,936591.9900000016,0.0,1127906.100000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-19,0.0,0.0,1141825.2400000016,1.0,1087255.5700000015,0.0,862261.3700000017,0.0,1183853.7600000016,0.0,2105.5600000000004,0.0,0.0,0.0,0.0,0.0,1203117.020000002,0.0,1168684.7700000028,0.0,1028803.950000002,0.0,1135086.5400000021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1203606.8000000014,0.0,1184093.9400000023,0.0,882481.2000000016,0.0,1273253.620000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1227524.1100000013,0.0,1304245.1700000023,0.0,1094880.5800000015,0.0,1330232.4800000016,0.0,6838.92,0.0,0.0,0.0,0.0,0.0,1157228.5100000016,0.0,1086065.510000002,0.0,936591.9900000016,0.0,1127906.100000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1183278.1200000015,0.0
