4.5,Wed,17,-74.013567,40.709395,-74.016327,40.710112,6.0,2013-08-14 17:02:00.000000-74.013640.709440.7101-74.0163
4.5,Wed,17,-73.995937,40.733027,-73.996725,40.72726,1.0,2013-08-14 17:02:00.000000-73.995940.73340.7273-73.9967
4.5,Wed,17,-73.953947,40.790685,-73.95354,40.783877,5.0,2013-08-14 17:02:00.000000-73.953940.790740.7839-73.9535
4.5,Wed,17,-73.977928,40.745767,-73.975892,40.752437,1.0,2013-08-14 17:02:00.000000-73.977940.745840.7524-73.9759
4.5,Thu,17,-73.978751,40.787836,-73.985234,40.77895,2.0,2010-01-21 17:11:56.000000-73.978840.787840.779-73.9852
4.5,Wed,17,-73.982167,40.774005,-73.97782,40.783967,1.0,2013-08-14 17:02:00.000000-73.982240.77440.784-73.9778
4.5,Tue,17,-73.974606,40.742458,-73.968227,40.751165,1.0,2013-11-05 17:34:34.000000-73.974640.742540.7512-73.9682
4.5,Wed,17,-73.95013,40.77576,-73.948963,40.784362,1.0,2013-08-14 17:02:00.000000-73.950140.775840.7844-73.949
4.5,Tue,18,-73.956513,40.716979,-73.964932,40.710403,1.0,2014-01-07 18:40:35.000000-73.956540.71740.7104-73.9649
4.5,Sat,18,-73.907047,40.742064,-73.917936,40.743287,2.0,2013-10-05 18:57:38.000000-73.90740.742140.7433-73.9179
4.5,Sun,18,-73.989319,40.73436,-73.989165,40.729398,1.0,2014-08-31 18:51:23.000000-73.989340.734440.7294-73.9892
4.5,Fri,18,-73.97773,40.752131,-73.971474,40.7454,1.0,2010-01-08 18:08:48.000000-73.977740.752140.7454-73.9715
4.5,Tue,19,-73.993927,40.756689,-74.001776,40.748364,2.0,2011-12-13 19:28:19.000000-73.993940.756740.7484-74.0018
4.5,Sat,19,-73.97288,40.75554,-74.001907,40.737985,1.0,2013-10-26 19:58:00.000000-73.972940.755540.738-74.0019
4.5,Sat,19,-73.948967,40.77746,-73.952355,40.783867,5.0,2013-10-26 19:58:00.000000-73.94940.777540.7839-73.9524
4.5,Tue,19,-73.958697,40.800836,-73.964054,40.807736,1.0,2011-12-13 19:28:19.000000-73.958740.800840.8077-73.9641
4.5,Thu,19,-73.970274,40.76157,-73.965161,40.769069,1.0,2014-02-13 19:46:14.000000-73.970340.761640.7691-73.9652
4.5,Sat,19,-74.001509,40.741087,-73.991559,40.73158,1.0,2009-04-18 19:39:40.000000-74.001540.741140.7316-73.9916
