station_id,name,short_name,lat,lon,region_id,rental_methods,capacity,external_id,eightd_has_key_dispenser,has_kiosk,station_geom
71a4bb9f-1cec-4b1e-9534-51e82c9201d0,Alemany Blvd at Francis St,SF-Y18,37.7273951,-122.4354739,0,"['KEY', 'CREDITCARD']",23,71a4bb9f-1cec-4b1e-9534-51e82c9201d0,false,true,POINT(-122.4354739 37.7273951)
fed768af-80bd-4567-9a94-df9b7e369433,Balboa Park (San Jose Ave at Sgt. John V. Young Ln),SF-Y16,37.72489268384971,-122.4432384967804,0,"['KEY', 'CREDITCARD']",23,fed768af-80bd-4567-9a94-df9b7e369433,false,true,POINT(-122.44323849678 37.7248926838497)
37283176-b2eb-4577-a6bd-b821e0057bda,8th St at Hooper St,SF-M27,37.767256698389865,-122.40032913185132,0,"['KEY', 'CREDITCARD']",25,37283176-b2eb-4577-a6bd-b821e0057bda,false,true,POINT(-122.400329131851 37.7672566983899)
3bc86f37-b447-4c09-93bc-d98785d3e49c,Fillmore St at Jefferson St,SF-A19,37.805376,-122.437261,0,"['KEY', 'CREDITCARD']",27,3bc86f37-b447-4c09-93bc-d98785d3e49c,false,true,POINT(-122.437261 37.805376)
44895a43-3486-4b6c-abc9-196b934c6c81,Irving St at 18th Ave,SF-M9,37.76349722249423,-122.47632622718812,0,"['KEY', 'CREDITCARD']",27,44895a43-3486-4b6c-abc9-196b934c6c81,false,true,POINT(-122.476326227188 37.7634972224942)
2d63ccd8-6a9a-49de-9404-2ebb9ac3bf59,North Point St at Powell St,SF-A25,37.806929,-122.411536,0,"['KEY', 'CREDITCARD']",28,2d63ccd8-6a9a-49de-9404-2ebb9ac3bf59,false,true,POINT(-122.411536 37.806929)
840ab61e-f6aa-4174-9881-5d57201ce1b9,Folsom St at Main St,SF-F30-3,37.788990995996187,-122.3922550678253,0,"['KEY', 'CREDITCARD']",28,840ab61e-f6aa-4174-9881-5d57201ce1b9,false,true,POINT(-122.392255067825 37.7889909959962)
60e50c5b-b924-4c2d-83bb-c8fe97e6c4c3,Grant Ave at Sutter St,SF-F26-2,37.789709849961852,-122.40548387640956,0,"['KEY', 'CREDITCARD']",33,60e50c5b-b924-4c2d-83bb-c8fe97e6c4c3,false,true,POINT(-122.40548387641 37.7897098499619)
c7879d87-34c8-4b23-9c07-250fb012bd4b,30th St at San Jose Ave,SF-T21,37.7423139,-122.4231805,3,"['KEY', 'CREDITCARD']",3,c7879d87-34c8-4b23-9c07-250fb012bd4b,false,true,POINT(-122.4231805 37.7423139)
d6ced8f4-977a-441a-86f0-27381b495794,16th St Mission BART,SF-N22-1A,37.7646845,-122.4199265,3,"['KEY', 'CREDITCARD']",11,d6ced8f4-977a-441a-86f0-27381b495794,false,true,POINT(-122.4199265 37.7646845)
fbf5768b-ac38-4841-9d94-e56a907dc5d6,Haight St at Lyon St,SF-K17-2,37.770519,-122.442326,3,"['KEY', 'CREDITCARD']",12,fbf5768b-ac38-4841-9d94-e56a907dc5d6,false,true,POINT(-122.442326 37.770519)
9cac67a2-9219-455e-b3db-c771311c5b33,Utah St at 24th St,SF-Q26,37.753259,-122.4055145,3,"['KEY', 'CREDITCARD']",15,9cac67a2-9219-455e-b3db-c771311c5b33,false,true,POINT(-122.4055145 37.753259)
03eb8b17-d20f-400c-a98a-dcbc947228af,Victoria Manalo Draves Park,SF-J26,37.777790570342567,-122.40643188357352,3,"['KEY', 'CREDITCARD']",15,03eb8b17-d20f-400c-a98a-dcbc947228af,false,true,POINT(-122.406431883574 37.7777905703426)
0fc2ae3f-b5ac-493b-bd93-8300b601f9db,29th St at Church St,SF-T20,37.7436839,-122.4268059,3,"['KEY', 'CREDITCARD']",15,0fc2ae3f-b5ac-493b-bd93-8300b601f9db,false,true,POINT(-122.4268059 37.7436839)
aacc087a-f075-4682-a0df-be4c30c4a632,Guerrero Park,SF-S22-2,37.745738796183325,-122.42214024066924,3,"['KEY', 'CREDITCARD']",15,aacc087a-f075-4682-a0df-be4c30c4a632,false,true,POINT(-122.422140240669 37.7457387961833)
9202aa09-26ee-4220-9281-c66b7bbe7b38,Cesar Chavez St at Dolores St,SF-S21,37.7478584,-122.4249863,3,"['KEY', 'CREDITCARD']",15,9202aa09-26ee-4220-9281-c66b7bbe7b38,false,true,POINT(-122.4249863 37.7478584)
743f63f9-ee7d-46b9-9b71-2ac8ed0a4a26,Montgomery St at Pacific Ave,SF-D27-2,37.7971765,-122.4036272,3,"['KEY', 'CREDITCARD']",15,743f63f9-ee7d-46b9-9b71-2ac8ed0a4a26,false,true,POINT(-122.4036272 37.7971765)
615bca10-5b2a-4b7e-876c-04c4d3d9e360,Precita Park,SF-S24,37.7472996,-122.4114029,3,"['KEY', 'CREDITCARD']",15,615bca10-5b2a-4b7e-876c-04c4d3d9e360,false,true,POINT(-122.4114029 37.7472996)
6197f964-9002-4ddb-b4df-70d0bcf25ee9,22nd St at Potrero Ave,SF-P26,37.756808,-122.405943,3,"['KEY', 'CREDITCARD']",15,6197f964-9002-4ddb-b4df-70d0bcf25ee9,false,true,POINT(-122.405943 37.756808)
d09b983e-bbce-4501-9e3c-7dc0fe605ff3,Gennessee St at Monterey Blvd,SF-W14,37.7316566899845,-122.45112150907516,3,"['KEY', 'CREDITCARD']",15,d09b983e-bbce-4501-9e3c-7dc0fe605ff3,false,true,POINT(-122.451121509075 37.7316566899845)
6c4a9d85-6ef7-43fc-82a5-172d1a045539,Evans Ave at Mendell St,SF-V31,37.740048,-122.3834355,3,"['KEY', 'CREDITCARD']",15,6c4a9d85-6ef7-43fc-82a5-172d1a045539,false,true,POINT(-122.3834355 37.740048)
8d2b8bc1-39ed-43c4-83ca-6da147d76bea,Mint St at Mission St,SF-H26-2,37.782279529754987,-122.40731298923492,3,"['KEY', 'CREDITCARD']",15,8d2b8bc1-39ed-43c4-83ca-6da147d76bea,false,true,POINT(-122.407312989235 37.782279529755)
f6aa360a-a056-4e50-ad1d-f67a35501595,SFSU University Park North - East,SF-Y8,37.725603,-122.476561,3,"['KEY', 'CREDITCARD']",15,f6aa360a-a056-4e50-ad1d-f67a35501595,false,true,POINT(-122.476561 37.725603)
6e52cb4a-6cd5-4d29-ad74-68e3b6aa854f,Indiana St at Cesar Chavez St,SF-S29,37.7504343570623,-122.39044725894928,3,"['KEY', 'CREDITCARD']",15,6e52cb4a-6cd5-4d29-ad74-68e3b6aa854f,false,true,POINT(-122.390447258949 37.7504343570623)
b3af6593-57d4-4b9a-ba7a-b2d8051bc6b9,20th St at Bryant St,SF-O25-2,37.759162,-122.4100475,3,"['KEY', 'CREDITCARD']",15,b3af6593-57d4-4b9a-ba7a-b2d8051bc6b9,false,true,POINT(-122.4100475 37.759162)
cd7359fc-6798-48ed-af32-9d5f6cff9ffa,18th St at Noe St,SF-O19,37.7610471,-122.4326417,3,"['KEY', 'CREDITCARD']",15,cd7359fc-6798-48ed-af32-9d5f6cff9ffa,false,true,POINT(-122.4326417 37.7610471)
07303af0-cf6e-46f2-bf9c-9ebb61f21adc,Broadway at Kearny St,SF-C26-1,37.798013643959777,-122.40595042705534,3,"['KEY', 'CREDITCARD']",15,07303af0-cf6e-46f2-bf9c-9ebb61f21adc,false,true,POINT(-122.405950427055 37.7980136439598)
e6e22821-4578-4bae-94d8-b1dabf0cd0cd,Williams Ave at Apollo St,SF-Y27,37.730079,-122.3988045,3,"['KEY', 'CREDITCARD']",15,e6e22821-4578-4bae-94d8-b1dabf0cd0cd,false,true,POINT(-122.3988045 37.730079)
ec02b98c-1713-4033-9466-47146c77d476,London St at Geneva Ave,SF-BB17,37.716160945457872,-122.440105676651,3,"['KEY', 'CREDITCARD']",16,ec02b98c-1713-4033-9466-47146c77d476,false,true,POINT(-122.440105676651 37.7161609454579)
47fcca45-c6c5-4665-9f34-8852ca3c3ae8,24th St at Bartlett St,SF-Q23-3,37.7520708,-122.41997372800698,3,"['KEY', 'CREDITCARD']",16,47fcca45-c6c5-4665-9f34-8852ca3c3ae8,false,true,POINT(-122.419973728007 37.7520708)
7d15210b-55fb-4456-8281-781cfa9d5594,Waller St at Stanyan St,SF-L15,37.768357,-122.452862,3,"['KEY', 'CREDITCARD']",17,7d15210b-55fb-4456-8281-781cfa9d5594,false,true,POINT(-122.452862 37.768357)
d79ae08e-a8d2-4aad-9f98-9b20afb8f6e0,Howard St at 2nd St,SF-G28-1,37.786466133542213,-122.39871607983105,3,"['KEY', 'CREDITCARD']",18,d79ae08e-a8d2-4aad-9f98-9b20afb8f6e0,false,true,POINT(-122.398716079831 37.7864661335422)
a7da1857-747a-4507-9d8f-2a9f95f0babf,San Francisco Caltrain Station (King St at 4th St),SF-J29-3,37.7763115,-122.394495,3,"['KEY', 'CREDITCARD']",18,a7da1857-747a-4507-9d8f-2a9f95f0babf,false,true,POINT(-122.394495 37.7763115)
8777c08a-3535-4da3-bae1-a22f470177f3,21st Ave at Geary Blvd,SF-G8,37.7799345,-122.480383,3,"['KEY', 'CREDITCARD']",18,8777c08a-3535-4da3-bae1-a22f470177f3,false,true,POINT(-122.480383 37.7799345)
bf7e294f-11cc-4b4a-9a37-036d0dc0f648,38th Ave at Balboa St,SF-J3,37.775522,-122.498498,3,"['KEY', 'CREDITCARD']",18,bf7e294f-11cc-4b4a-9a37-036d0dc0f648,false,true,POINT(-122.498498 37.775522)
49754dc9-1925-4020-a599-704c9f064b03,11th St at Natoma St,SF-K24,37.7735069,-122.4160402,3,"['KEY', 'CREDITCARD']",19,49754dc9-1925-4020-a599-704c9f064b03,false,true,POINT(-122.4160402 37.7735069)
2e4f2c49-1201-4d77-ba41-9917293f1eeb,Brighton Ave at Ocean Ave,SF-Z13,37.723426,-122.455102,3,"['KEY', 'CREDITCARD']",19,2e4f2c49-1201-4d77-ba41-9917293f1eeb,false,true,POINT(-122.455102 37.723426)
4938bd2c-37c1-4be9-9ad3-3b3d3d589248,34th Ave at Balboa St,SF-J5,37.775681,-122.494064,3,"['KEY', 'CREDITCARD']",19,4938bd2c-37c1-4be9-9ad3-3b3d3d589248,false,true,POINT(-122.494064 37.775681)
20a07c3b-b37e-41e5-bbeb-632e3aae4b46,Mendell St at Fairfax Ave,SF-V30,37.739853017984125,-122.38565549254416,3,"['KEY', 'CREDITCARD']",19,20a07c3b-b37e-41e5-bbeb-632e3aae4b46,false,true,POINT(-122.385655492544 37.7398530179841)
b513d838-5423-490c-bf7d-9f20771cf529,Arguello Blvd at Geary Blvd,SF-G13,37.78146761537824,-122.45880603790285,3,"['KEY', 'CREDITCARD']",19,b513d838-5423-490c-bf7d-9f20771cf529,false,true,POINT(-122.458806037903 37.7814676153782)
1a7a0757-fbbb-497e-b92b-cb0817cab274,Evans Ave at Newhall St,SF-U30,37.741978315126559,-122.38689199090004,3,"['KEY', 'CREDITCARD']",19,1a7a0757-fbbb-497e-b92b-cb0817cab274,false,true,POINT(-122.3868919909 37.7419783151266)
c4c4484d-0e18-44d4-a992-c5d0550ba94d,Williams Ave at 3rd St,SF-Y29,37.729278651730283,-122.39289611577988,3,"['KEY', 'CREDITCARD']",19,c4c4484d-0e18-44d4-a992-c5d0550ba94d,false,true,POINT(-122.39289611578 37.7292786517303)
1bd76a29-5890-4194-993c-666c09af9993,Randall St at Chenery St,SF-U21,37.739812717349011,-122.42552250623704,3,"['KEY', 'CREDITCARD']",19,1bd76a29-5890-4194-993c-666c09af9993,false,true,POINT(-122.425522506237 37.739812717349)
434e592c-be93-4300-b76a-98de4cd3326e,Steiner St at California St,SF-F19,37.788568914161615,-122.43540108203888,3,"['KEY', 'CREDITCARD']",19,434e592c-be93-4300-b76a-98de4cd3326e,false,true,POINT(-122.435401082039 37.7885689141616)
7b2083d3-b1bb-4ef3-ba53-bebc831bd0a4,Lombard St at Columbus Ave,SF-B25,37.8027671,-122.4132756,3,"['KEY', 'CREDITCARD']",19,7b2083d3-b1bb-4ef3-ba53-bebc831bd0a4,false,true,POINT(-122.4132756 37.8027671)
180e4d99-3717-4b99-8200-671af652921f,Fell St at Stanyan St,SF-K15-,37.7719511,-122.4537048,3,"['KEY', 'CREDITCARD']",19,180e4d99-3717-4b99-8200-671af652921f,false,true,POINT(-122.4537048 37.7719511)
cae028f4-b136-4297-8f28-559986e3f810,Harrison St at 20th St,SF-P24,37.758862,-122.412544,3,"['KEY', 'CREDITCARD']",19,cae028f4-b136-4297-8f28-559986e3f810,false,true,POINT(-122.412544 37.758862)
930fe54f-5572-4900-8910-6041386560bf,Market St at Dolores St,SF-L21,37.769244,-122.4269645,3,"['KEY', 'CREDITCARD']",19,930fe54f-5572-4900-8910-6041386560bf,false,true,POINT(-122.4269645 37.769244)
4d2b40cb-88e2-4371-8532-b1e52e797c8c,Harrison St at 17th St,SF-N24-2,37.7638471,-122.4130036,3,"['KEY', 'CREDITCARD']",19,4d2b40cb-88e2-4371-8532-b1e52e797c8c,false,true,POINT(-122.4130036 37.7638471)
63b2136c-c947-473e-977e-8cc0e6347699,Webster St at Clay St,SF-E20,37.790803032423909,-122.43259012699126,3,"['KEY', 'CREDITCARD']",19,63b2136c-c947-473e-977e-8cc0e6347699,false,true,POINT(-122.432590126991 37.7908030324239)
c8a342d4-3bf7-4619-9ae1-9b382d5440e1,Greenwich St at Franklin St,SF-B21,37.800286684673154,-122.42578603327274,3,"['KEY', 'CREDITCARD']",19,c8a342d4-3bf7-4619-9ae1-9b382d5440e1,false,true,POINT(-122.425786033273 37.8002866846732)
748ac5c0-bb8c-4a55-9c56-6c91b2e859e1,MacArthur Ave at Fernandez St,SF-C14,37.7965927,-122.4556884,3,"['KEY', 'CREDITCARD']",19,748ac5c0-bb8c-4a55-9c56-6c91b2e859e1,false,true,POINT(-122.4556884 37.7965927)
86e91819-05c0-4150-ab16-83d8480dc7f4,29th St at Tiffany Ave,SF-T22,37.7440667,-122.4214722,3,"['KEY', 'CREDITCARD']",19,86e91819-05c0-4150-ab16-83d8480dc7f4,false,true,POINT(-122.4214722 37.7440667)
b65fc6af-b92c-41c5-8c63-e26cdfa3cda1,14th St at Mission St,SF-M22-1,37.768227,-122.420359,3,"['KEY', 'CREDITCARD']",19,b65fc6af-b92c-41c5-8c63-e26cdfa3cda1,false,true,POINT(-122.420359 37.768227)
fa33d61b-8ba5-4c23-9603-8d9ebf167d5d,Dolores St at 15th St,SF-M21,37.7661,-122.4266585,3,"['KEY', 'CREDITCARD']",19,fa33d61b-8ba5-4c23-9603-8d9ebf167d5d,false,true,POINT(-122.4266585 37.7661)
b53670c4-7b44-4b35-88da-c8763a8802a2,Folsom St at 7th St,SF-J26-2,37.776663782830639,-122.40790843963624,3,"['KEY', 'CREDITCARD']",19,b53670c4-7b44-4b35-88da-c8763a8802a2,false,true,POINT(-122.407908439636 37.7766637828306)
38a49a05-7382-4a28-b6b1-b57c6fe99745,Eureka Valley Recreation Center,SF-O18,37.759211,-122.4367975,3,"['KEY', 'CREDITCARD']",19,38a49a05-7382-4a28-b6b1-b57c6fe99745,false,true,POINT(-122.4367975 37.759211)
a6c2bd25-bdaf-4548-baeb-e203cfa52b3e,Quesada Ave at 3rd St,SF-X29,37.733092809909252,-122.39097297191618,3,"['KEY', 'CREDITCARD']",19,a6c2bd25-bdaf-4548-baeb-e203cfa52b3e,false,true,POINT(-122.390972971916 37.7330928099093)
41c6b82b-2e59-4fa2-a7ad-f6cd0bcd9130,Stanyan St at Geary Blvd,SF-H14,37.780949,-122.456303,3,"['KEY', 'CREDITCARD']",19,41c6b82b-2e59-4fa2-a7ad-f6cd0bcd9130,false,true,POINT(-122.456303 37.780949)
11547c9b-2e36-4fc5-9e81-9d5817ae35dc,Jones St at Post St,SF-G25,37.7873267660624,-122.41327822208405,3,"['KEY', 'CREDITCARD']",19,11547c9b-2e36-4fc5-9e81-9d5817ae35dc,false,true,POINT(-122.413278222084 37.7873267660624)
d4a88e33-78c4-4bc4-86a5-da0e3dd6e4b6,28th Ave at Geary Blvd,SF-G6,37.779673,-122.48797,3,"['KEY', 'CREDITCARD']",19,d4a88e33-78c4-4bc4-86a5-da0e3dd6e4b6,false,true,POINT(-122.48797 37.779673)
36d93f40-149d-4b0d-ab4c-ea4aad093937,Leavenworth St at Broadway,SF-D24,37.796470691622936,-122.41685763001441,3,"['KEY', 'CREDITCARD']",19,36d93f40-149d-4b0d-ab4c-ea4aad093937,false,true,POINT(-122.416857630014 37.7964706916229)
9d5eb122-9e8b-49db-bf9c-a73c9e88c8d2,Oakdale Ave at Phelps St,SF-V28,37.7370395,-122.3944985,3,"['KEY', 'CREDITCARD']",19,9d5eb122-9e8b-49db-bf9c-a73c9e88c8d2,false,true,POINT(-122.3944985 37.7370395)
d006bbb9-ba51-4958-9c4f-cdd78527bfa1,Duboce Park,SF-L19,37.7692231,-122.43406206015258,3,"['KEY', 'CREDITCARD']",19,d006bbb9-ba51-4958-9c4f-cdd78527bfa1,false,true,POINT(-122.434062060153 37.7692231)
9477b039-8d61-4917-b03a-43efb7d55c90,Jerrold Ave at 3rd St,SF-V29,37.738900644476658,-122.38952457904814,3,"['KEY', 'CREDITCARD']",19,9477b039-8d61-4917-b03a-43efb7d55c90,false,true,POINT(-122.389524579048 37.7389006444767)
673c88d0-961a-45ff-b394-ac9a33e58d55,Jersey St at Church St,SF-R20,37.7509004,-122.4274114,3,"['KEY', 'CREDITCARD']",19,673c88d0-961a-45ff-b394-ac9a33e58d55,false,true,POINT(-122.4274114 37.7509004)
71af92f2-0999-4917-b7da-36e122a8f967,Arlington St at Roanoke St,SF-W19-2,37.734966,-122.429772,3,"['KEY', 'CREDITCARD']",19,71af92f2-0999-4917-b7da-36e122a8f967,false,true,POINT(-122.429772 37.734966)
fb66d43b-6d13-411c-ac2d-e26fbca0b0f2,Valencia St at Cesar Chavez St,SF-S22-1,37.7476755,-122.420215,3,"['KEY', 'CREDITCARD']",19,fb66d43b-6d13-411c-ac2d-e26fbca0b0f2,false,true,POINT(-122.420215 37.7476755)
664a552b-479c-40c3-b702-6b0b63751ce3,Greenwich St at Webster St,SF-C20,37.799207926286,-122.43412166833876,3,"['KEY', 'CREDITCARD']",19,664a552b-479c-40c3-b702-6b0b63751ce3,false,true,POINT(-122.434121668339 37.799207926286)
8b4f5169-6d0c-4d43-aa31-d243c5aec7ec,Yerba Buena Center for the Arts (Howard St at 3rd St),SF-H27-1,37.784872084360622,-122.40087568759915,3,"['KEY', 'CREDITCARD']",19,8b4f5169-6d0c-4d43-aa31-d243c5aec7ec,false,true,POINT(-122.400875687599 37.7848720843606)
7d463937-ff3e-4fb2-802a-f5b7cca1159e,Bryant St at 6th St,SF-J27,37.775833786312887,-122.40269154310224,3,"['KEY', 'CREDITCARD']",19,7d463937-ff3e-4fb2-802a-f5b7cca1159e,false,true,POINT(-122.402691543102 37.7758337863129)
dfaaaa16-03ba-40b5-8360-6ebfc97ea541,Lane St at Revere Ave,SF-X30,37.7317266935217,-122.39005565643311,3,"['KEY', 'CREDITCARD']",19,dfaaaa16-03ba-40b5-8360-6ebfc97ea541,false,true,POINT(-122.390055656433 37.7317266935217)
cdc26b4b-f9dc-4b00-8cf4-1665b5bf8afd,16th St Mission BART Station 2,SF-N22-1B,37.7648385,-122.420141,3,"['KEY', 'CREDITCARD']",19,cdc26b4b-f9dc-4b00-8cf4-1665b5bf8afd,false,true,POINT(-122.420141 37.7648385)
f0083331-9bf8-407f-bba2-ab00c8968db9,Arguello Blvd at Edward St,SF-H13,37.778486986397496,-122.45864510536192,3,"['KEY', 'CREDITCARD']",19,f0083331-9bf8-407f-bba2-ab00c8968db9,false,true,POINT(-122.458645105362 37.7784869863975)
4cfebcba-c209-4f34-bcd3-2e6c4cdaee34,Sanchez St at 17th St,SF-N20-2,37.7632417,-122.4306746,3,"['KEY', 'CREDITCARD']",19,4cfebcba-c209-4f34-bcd3-2e6c4cdaee34,false,true,POINT(-122.4306746 37.7632417)
906d869e-f513-4c60-ab76-15e2ddc68632,Franklin Square,SF-N25,37.7645435,-122.410349,3,"['KEY', 'CREDITCARD']",19,906d869e-f513-4c60-ab76-15e2ddc68632,false,true,POINT(-122.410349 37.7645435)
aa6d4372-55f7-451a-a9ab-a546001fd8f7,Folsom St at 19th St,SF-O24,37.7605936,-122.4148171,3,"['KEY', 'CREDITCARD']",19,aa6d4372-55f7-451a-a9ab-a546001fd8f7,false,true,POINT(-122.4148171 37.7605936)
b3c834af-571f-4fee-808b-ae2a7c018b5c,Rhode Island St at 17th St,SF-N27,37.7644783,-122.4025701,3,"['KEY', 'CREDITCARD']",19,b3c834af-571f-4fee-808b-ae2a7c018b5c,false,true,POINT(-122.4025701 37.7644783)
e8bf72d0-c2cc-4e22-b678-4e715c2bd9ff,Divisadero St at Clay St,SF-E18,37.7895875,-122.440683,3,"['KEY', 'CREDITCARD']",19,e8bf72d0-c2cc-4e22-b678-4e715c2bd9ff,false,true,POINT(-122.440683 37.7895875)
ea11aa7f-c070-46a4-a074-70604340efa2,San Francisco Caltrain (Townsend St at 4th St),SF-J29,37.776598,-122.395282,3,"['KEY', 'CREDITCARD']",19,ea11aa7f-c070-46a4-a074-70604340efa2,false,true,POINT(-122.395282 37.776598)
64ce6633-9ea3-4dc1-b33f-c9d14c523a6a,San Francisco City Hall (Polk St at Grove St),SF-I23-2,37.7788325,-122.4181591,3,"['KEY', 'CREDITCARD']",19,64ce6633-9ea3-4dc1-b33f-c9d14c523a6a,false,true,POINT(-122.4181591 37.7788325)
ec61cf51-8375-4959-9f51-b225e317abb7,Frederick St at Arguello Blvd,SF-M13,37.765782986796331,-122.45763659477234,3,"['KEY', 'CREDITCARD']",19,ec61cf51-8375-4959-9f51-b225e317abb7,false,true,POINT(-122.457636594772 37.7657829867963)
e1242828-b89b-4d56-a78e-6a34fd7d3c00,Brannan St at 4th St,SF-J28-2,37.777933670067462,-122.3969730734825,3,"['KEY', 'CREDITCARD']",19,e1242828-b89b-4d56-a78e-6a34fd7d3c00,false,true,POINT(-122.396973073482 37.7779336700675)
ba6302c6-3960-48c0-99c7-27936e2d1275,Illinois St at Cesar Chavez St,SF-S30,37.750167138015811,-122.38654196262358,3,"['KEY', 'CREDITCARD']",19,ba6302c6-3960-48c0-99c7-27936e2d1275,false,true,POINT(-122.386541962624 37.7501671380158)
f8b56cb7-cb70-4097-99c4-446fc29600c9,19th St at Mission St,SF-O23,37.760278,-122.419074,3,"['KEY', 'CREDITCARD']",19,f8b56cb7-cb70-4097-99c4-446fc29600c9,false,true,POINT(-122.419074 37.760278)
b6190b6b-1f42-4b69-ab79-d6cfa18adea7,Jersey St at Castro St,SF-R19,37.750506,-122.4339496,3,"['KEY', 'CREDITCARD']",19,b6190b6b-1f42-4b69-ab79-d6cfa18adea7,false,true,POINT(-122.4339496 37.750506)
dd3ef1c7-d691-4b1f-a2d2-a9b04363ad49,Valencia St at Clinton Park,SF-L22,37.7690102,-122.4222482622354,3,"['KEY', 'CREDITCARD']",19,dd3ef1c7-d691-4b1f-a2d2-a9b04363ad49,false,true,POINT(-122.422248262235 37.7690102)
f3e171b4-04b0-418f-9d82-e62f4df245d8,Bryant St at 15th St,SF-M25,37.7671004,-122.410662,3,"['KEY', 'CREDITCARD']",19,f3e171b4-04b0-418f-9d82-e62f4df245d8,false,true,POINT(-122.410662 37.7671004)
9d4c484b-5e48-4115-8f87-e3f19b08c9d4,Jennings St at Revere Ave,SF-Y30,37.729393206617267,-122.38653659820557,3,"['KEY', 'CREDITCARD']",19,9d4c484b-5e48-4115-8f87-e3f19b08c9d4,false,true,POINT(-122.386536598206 37.7293932066173)
2dfbc387-8432-4ac3-9526-fc79b5046eb8,Egbert Ave at Jennings St,SF-AA28,37.722601,-122.3922705,3,"['KEY', 'CREDITCARD']",19,2dfbc387-8432-4ac3-9526-fc79b5046eb8,false,true,POINT(-122.3922705 37.722601)
d8b96e4a-7123-41db-a02c-e4ce48302578,McCoppin St at Valencia St,SF-K22-2,37.77168,-122.422301,3,"['KEY', 'CREDITCARD']",19,d8b96e4a-7123-41db-a02c-e4ce48302578,false,true,POINT(-122.422301 37.77168)
380aa51b-4c0a-4388-ad78-37edf7338a3e,Spear St at Folsom St,SF-F30-2,37.7896297,-122.39033527452121,3,"['KEY', 'CREDITCARD']",19,380aa51b-4c0a-4388-ad78-37edf7338a3e,false,true,POINT(-122.390335274521 37.7896297)
