trip_id,duration_sec,start_date,start_station_name,start_station_id,end_date,end_station_name,end_station_id,bike_number,zip_code
472743,369,2014-09-28 01:31:00 UTC,Paseo de San Antonio,7,2014-09-28 01:38:00 UTC,Japantown,9,294,95112
106596,448,2013-11-25 07:15:00 UTC,Paseo de San Antonio,7,2013-11-25 07:23:00 UTC,Japantown,9,47,95112
144603,549,2014-01-07 07:19:00 UTC,Paseo de San Antonio,7,2014-01-07 07:28:00 UTC,Japantown,9,672,95112
1226638,1133,2016-06-04 10:23:00 UTC,Paseo de San Antonio,7,2016-06-04 10:42:00 UTC,Japantown,9,162,85395
73902,490,2013-10-28 07:16:00 UTC,Paseo de San Antonio,7,2013-10-28 07:24:00 UTC,Japantown,9,92,95112
328760,483,2014-06-18 07:15:00 UTC,Paseo de San Antonio,7,2014-06-18 07:23:00 UTC,Japantown,9,39,95112
866511,669,2015-07-29 07:38:00 UTC,Paseo de San Antonio,7,2015-07-29 07:49:00 UTC,Japantown,9,200,95109
852605,4981,2015-07-19 12:10:00 UTC,Paseo de San Antonio,7,2015-07-19 13:33:00 UTC,Japantown,9,684,95133
65855,517,2013-10-20 21:15:00 UTC,Paseo de San Antonio,7,2013-10-20 21:24:00 UTC,Japantown,9,59,95112
140053,447,2014-01-02 07:13:00 UTC,Paseo de San Antonio,7,2014-01-02 07:20:00 UTC,Japantown,9,708,95112
145650,626,2014-01-07 18:04:00 UTC,Paseo de San Antonio,7,2014-01-07 18:15:00 UTC,Japantown,9,83,95112
38947,402,2013-09-29 01:01:00 UTC,Paseo de San Antonio,7,2013-09-29 01:08:00 UTC,Japantown,9,675,95112
321042,449,2014-06-12 07:14:00 UTC,Paseo de San Antonio,7,2014-06-12 07:22:00 UTC,Japantown,9,709,95112
1130186,475,2016-03-19 00:27:00 UTC,Paseo de San Antonio,7,2016-03-19 00:35:00 UTC,Japantown,9,50,95112
1174458,448,2016-04-24 10:34:00 UTC,Paseo de San Antonio,7,2016-04-24 10:41:00 UTC,Japantown,9,644,95112
559588,538,2014-11-26 15:16:00 UTC,Paseo de San Antonio,7,2014-11-26 15:24:00 UTC,Japantown,9,79,95035
992933,410,2015-10-31 01:30:00 UTC,Paseo de San Antonio,7,2015-10-31 01:37:00 UTC,Japantown,9,299,95112
61369,516,2013-10-17 07:17:00 UTC,Paseo de San Antonio,7,2013-10-17 07:25:00 UTC,Japantown,9,107,95112
367402,500,2014-07-17 07:17:00 UTC,Paseo de San Antonio,7,2014-07-17 07:25:00 UTC,Japantown,9,107,95112
231796,501,2014-03-31 07:13:00 UTC,Paseo de San Antonio,7,2014-03-31 07:21:00 UTC,Japantown,9,688,95112
220729,405,2014-03-20 07:16:00 UTC,Paseo de San Antonio,7,2014-03-20 07:23:00 UTC,Japantown,9,696,95112
1109832,525,2016-02-29 17:05:00 UTC,Paseo de San Antonio,7,2016-02-29 17:13:00 UTC,Japantown,9,53,95112
773875,580,2015-05-19 18:57:00 UTC,Paseo de San Antonio,7,2015-05-19 19:07:00 UTC,Japantown,9,174,95112
114487,506,2013-12-04 07:16:00 UTC,Paseo de San Antonio,7,2013-12-04 07:24:00 UTC,Japantown,9,693,95112
330409,489,2014-06-19 07:19:00 UTC,Paseo de San Antonio,7,2014-06-19 07:27:00 UTC,Japantown,9,59,95112
252942,478,2014-04-18 07:12:00 UTC,Paseo de San Antonio,7,2014-04-18 07:20:00 UTC,Japantown,9,150,95112
891663,488,2015-08-16 08:56:00 UTC,Paseo de San Antonio,7,2015-08-16 09:04:00 UTC,Japantown,9,102,95112
101802,401,2013-11-20 07:19:00 UTC,Paseo de San Antonio,7,2013-11-20 07:25:00 UTC,Japantown,9,107,95112
216241,495,2014-03-17 07:14:00 UTC,Paseo de San Antonio,7,2014-03-17 07:22:00 UTC,Japantown,9,37,95112
1138162,533,2016-03-26 09:28:00 UTC,Paseo de San Antonio,7,2016-03-26 09:37:00 UTC,Japantown,9,117,95112
82098,459,2013-11-04 07:14:00 UTC,Paseo de San Antonio,7,2013-11-04 07:22:00 UTC,Japantown,9,187,95112
341296,834,2014-06-26 18:45:00 UTC,Paseo de San Antonio,7,2014-06-26 18:59:00 UTC,Japantown,9,299,95112
456512,288430,2014-09-16 23:33:00 UTC,Paseo de San Antonio,7,2014-09-20 07:40:00 UTC,Japantown,9,703,95008
947237,1396,2015-09-26 16:16:00 UTC,San Jose Civic Center,3,2015-09-26 16:39:00 UTC,Japantown,9,20,95110
1191694,835,2016-05-07 17:13:00 UTC,San Jose Civic Center,3,2016-05-07 17:27:00 UTC,Japantown,9,304,95112
105349,1476,2013-11-22 23:36:00 UTC,San Jose Civic Center,3,2013-11-23 00:01:00 UTC,Japantown,9,258,89450
872267,1048,2015-08-02 14:40:00 UTC,San Jose Civic Center,3,2015-08-02 14:58:00 UTC,Japantown,9,65,95134
1216813,836,2016-05-26 16:17:00 UTC,San Jose Civic Center,3,2016-05-26 16:31:00 UTC,Japantown,9,714,21224
1323167,818,2016-08-19 14:05:00 UTC,San Jose Civic Center,3,2016-08-19 14:18:00 UTC,Japantown,9,51,55127
891471,917,2015-08-15 16:58:00 UTC,San Jose Civic Center,3,2015-08-15 17:14:00 UTC,Japantown,9,20,95148
709321,688,2015-04-02 10:58:00 UTC,San Jose Civic Center,3,2015-04-02 11:10:00 UTC,Japantown,9,643,60661
159053,668,2014-01-19 21:57:00 UTC,San Jose Civic Center,3,2014-01-19 22:08:00 UTC,Japantown,9,205,95112
1263939,741,2016-07-03 16:46:00 UTC,San Jose Civic Center,3,2016-07-03 16:58:00 UTC,Japantown,9,712,75044
323295,722,2014-06-13 13:28:00 UTC,San Jose Civic Center,3,2014-06-13 13:40:00 UTC,Japantown,9,18,7860
1035885,870,2015-12-10 21:13:00 UTC,San Jose Civic Center,3,2015-12-10 21:28:00 UTC,Japantown,9,31,95112
1093123,1242,2016-02-14 16:53:00 UTC,San Jose Civic Center,3,2016-02-14 17:13:00 UTC,Japantown,9,57,nil
1321658,1025,2016-08-18 14:28:00 UTC,San Jose Civic Center,3,2016-08-18 14:46:00 UTC,Japantown,9,51,55127
114313,725,2013-12-03 19:34:00 UTC,SJSU 4th at San Carlos,12,2013-12-03 19:46:00 UTC,Japantown,9,226,95112
392178,674,2014-08-03 18:11:00 UTC,SJSU 4th at San Carlos,12,2014-08-03 18:22:00 UTC,Japantown,9,297,nil
198040,458,2014-02-27 23:50:00 UTC,SJSU 4th at San Carlos,12,2014-02-27 23:57:00 UTC,Japantown,9,149,95112
174955,441,2014-02-03 22:14:00 UTC,SJSU 4th at San Carlos,12,2014-02-03 22:21:00 UTC,Japantown,9,186,95112
125747,862,2013-12-14 17:22:00 UTC,SJSU 4th at San Carlos,12,2013-12-14 17:37:00 UTC,Japantown,9,262,8901
111921,683,2013-12-01 20:05:00 UTC,SJSU 4th at San Carlos,12,2013-12-01 20:16:00 UTC,Japantown,9,25,95112
1070847,706,2016-01-25 20:22:00 UTC,SJSU 4th at San Carlos,12,2016-01-25 20:34:00 UTC,Japantown,9,680,95110
263278,661,2014-04-28 13:13:00 UTC,SJSU 4th at San Carlos,12,2014-04-28 13:24:00 UTC,Japantown,9,667,95110
150698,918,2014-01-12 16:47:00 UTC,SJSU 4th at San Carlos,12,2014-01-12 17:02:00 UTC,Japantown,9,104,95148
405041,1316,2014-08-12 11:33:00 UTC,SJSU 4th at San Carlos,12,2014-08-12 11:55:00 UTC,Japantown,9,159,84098
811582,666,2015-06-17 18:22:00 UTC,SJSU 4th at San Carlos,12,2015-06-17 18:33:00 UTC,Japantown,9,138,1002
1037222,1101,2015-12-12 11:26:00 UTC,SJSU 4th at San Carlos,12,2015-12-12 11:44:00 UTC,Japantown,9,200,95377
14567,1533,2013-09-08 13:08:00 UTC,SJSU 4th at San Carlos,12,2013-09-08 13:34:00 UTC,Japantown,9,89,95112
1150298,605,2016-04-05 17:21:00 UTC,SJSU 4th at San Carlos,12,2016-04-05 17:31:00 UTC,Japantown,9,658,95110
132810,1041,2013-12-21 01:03:00 UTC,Santa Clara at Almaden,4,2013-12-21 01:20:00 UTC,Japantown,9,119,
206833,627,2014-03-09 10:11:00 UTC,Santa Clara at Almaden,4,2014-03-09 10:21:00 UTC,Japantown,9,99,95138
296165,3224,2014-05-23 14:43:00 UTC,Santa Clara at Almaden,4,2014-05-23 15:36:00 UTC,Japantown,9,665,95112
1092386,521,2016-02-13 01:14:00 UTC,Santa Clara at Almaden,4,2016-02-13 01:23:00 UTC,Japantown,9,670,95112
1191776,452,2016-05-08 01:55:00 UTC,Santa Clara at Almaden,4,2016-05-08 02:02:00 UTC,Japantown,9,213,95112
486686,924,2014-10-07 11:28:00 UTC,Santa Clara at Almaden,4,2014-10-07 11:44:00 UTC,Japantown,9,121,95125
1174372,433,2016-04-24 01:44:00 UTC,Santa Clara at Almaden,4,2016-04-24 01:51:00 UTC,Japantown,9,702,95112
1147131,1269,2016-04-03 14:07:00 UTC,Santa Clara at Almaden,4,2016-04-03 14:28:00 UTC,Japantown,9,202,95110
1191556,1598,2016-05-06 23:40:00 UTC,Santa Clara at Almaden,4,2016-05-07 00:07:00 UTC,Japantown,9,670,95112
1195620,1218,2016-05-10 21:54:00 UTC,Santa Clara at Almaden,4,2016-05-10 22:14:00 UTC,Japantown,9,136,33305
922968,598,2015-09-08 18:08:00 UTC,Arena Green / SAP Center,14,2015-09-08 18:18:00 UTC,Japantown,9,696,94105
1035590,607,2015-12-10 17:20:00 UTC,Arena Green / SAP Center,14,2015-12-10 17:30:00 UTC,Japantown,9,91,94105
271106,1168,2014-05-04 14:47:00 UTC,Arena Green / SAP Center,14,2014-05-04 15:07:00 UTC,Japantown,9,14,95136
538735,467,2014-11-11 00:40:00 UTC,Arena Green / SAP Center,14,2014-11-11 00:48:00 UTC,Japantown,9,668,95112
741388,2329,2015-04-26 14:35:00 UTC,Arena Green / SAP Center,14,2015-04-26 15:14:00 UTC,Japantown,9,695,94612
343928,906,2014-06-29 15:07:00 UTC,Arena Green / SAP Center,14,2014-06-29 15:22:00 UTC,Japantown,9,685,95112
71255,571,2013-10-24 19:34:00 UTC,Arena Green / SAP Center,14,2013-10-24 19:43:00 UTC,Japantown,9,69,95112
1007714,654,2015-11-12 18:29:00 UTC,Arena Green / SAP Center,14,2015-11-12 18:39:00 UTC,Japantown,9,684,94105
15036,715,2013-09-08 20:29:00 UTC,Arena Green / SAP Center,14,2013-09-08 20:41:00 UTC,Japantown,9,40,95126
1292553,1079,2016-07-27 11:41:00 UTC,Arena Green / SAP Center,14,2016-07-27 11:59:00 UTC,Japantown,9,80,95112
103990,630,2013-11-21 22:04:00 UTC,Arena Green / SAP Center,14,2013-11-21 22:15:00 UTC,Japantown,9,228,95112
343744,1032,2014-06-29 10:10:00 UTC,Arena Green / SAP Center,14,2014-06-29 10:27:00 UTC,Japantown,9,49,95112
1160858,670,2016-04-13 17:42:00 UTC,Arena Green / SAP Center,14,2016-04-13 17:53:00 UTC,Japantown,9,53,94105
407234,817,2014-08-13 14:28:00 UTC,SJSU - San Salvador at 9th,16,2014-08-13 14:42:00 UTC,Japantown,9,708,95112
163755,889,2014-01-23 17:17:00 UTC,SJSU - San Salvador at 9th,16,2014-01-23 17:31:00 UTC,Japantown,9,717,
1174226,1656,2016-04-23 17:15:00 UTC,SJSU - San Salvador at 9th,16,2016-04-23 17:43:00 UTC,Japantown,9,213,95033
1289052,727,2016-07-25 10:00:00 UTC,SJSU - San Salvador at 9th,16,2016-07-25 10:12:00 UTC,Japantown,9,53,95112
346662,599,2014-07-01 11:31:00 UTC,SJSU - San Salvador at 9th,16,2014-07-01 11:41:00 UTC,Japantown,9,149,95112
183753,1150,2014-02-13 16:46:00 UTC,SJSU - San Salvador at 9th,16,2014-02-13 17:05:00 UTC,Japantown,9,157,95112
494525,12210,2014-10-12 11:27:00 UTC,SJSU - San Salvador at 9th,16,2014-10-12 14:51:00 UTC,Japantown,9,251,95122
616822,706,2015-01-24 00:01:00 UTC,SJSU - San Salvador at 9th,16,2015-01-24 00:13:00 UTC,Japantown,9,94,95112
115266,647,2013-12-04 16:46:00 UTC,SJSU - San Salvador at 9th,16,2013-12-04 16:57:00 UTC,Japantown,9,245,
345173,936,2014-06-30 15:11:00 UTC,SJSU - San Salvador at 9th,16,2014-06-30 15:26:00 UTC,Japantown,9,109,95112
907151,708,2015-08-26 19:33:00 UTC,SJSU - San Salvador at 9th,16,2015-08-26 19:45:00 UTC,Japantown,9,658,95112
972260,755,2015-10-15 14:48:00 UTC,SJSU - San Salvador at 9th,16,2015-10-15 15:00:00 UTC,Japantown,9,669,95112
157133,1068,2014-01-17 12:41:00 UTC,San Jose Government Center,80,2014-01-17 12:59:00 UTC,Japantown,9,99,95127
163300,1372,2014-01-23 12:21:00 UTC,San Jose Government Center,80,2014-01-23 12:44:00 UTC,Japantown,9,19,
767832,6067,2015-05-14 19:26:00 UTC,Mountain View Caltrain Station,28,2015-05-14 21:07:00 UTC,Japantown,9,98,nil
400788,599,2014-08-08 17:31:00 UTC,Santa Clara County Civic Center,80,2014-08-08 17:40:00 UTC,Japantown,9,665,95051
282217,531,2014-05-13 12:10:00 UTC,Santa Clara County Civic Center,80,2014-05-13 12:19:00 UTC,Japantown,9,250,95112
268006,500,2014-05-01 12:09:00 UTC,Santa Clara County Civic Center,80,2014-05-01 12:18:00 UTC,Japantown,9,77,95112
361031,623,2014-07-12 15:13:00 UTC,Santa Clara County Civic Center,80,2014-07-12 15:24:00 UTC,Japantown,9,94,95132
361036,525,2014-07-12 15:15:00 UTC,Santa Clara County Civic Center,80,2014-07-12 15:24:00 UTC,Japantown,9,148,95131
350676,1310,2014-07-04 09:12:00 UTC,Santa Clara County Civic Center,80,2014-07-04 09:34:00 UTC,Japantown,9,59,95131
691391,634,2015-03-20 17:03:00 UTC,Santa Clara County Civic Center,80,2015-03-20 17:13:00 UTC,Japantown,9,297,95112
534311,428,2014-11-07 09:29:00 UTC,Santa Clara County Civic Center,80,2014-11-07 09:36:00 UTC,Japantown,9,65,95113
253451,696,2014-04-18 12:19:00 UTC,Santa Clara County Civic Center,80,2014-04-18 12:31:00 UTC,Japantown,9,159,95118
1288355,492,2016-07-24 19:57:00 UTC,Santa Clara County Civic Center,80,2016-07-24 20:05:00 UTC,Japantown,9,136,95112
361030,801,2014-07-12 15:13:00 UTC,Santa Clara County Civic Center,80,2014-07-12 15:27:00 UTC,Japantown,9,76,95132
733321,1140,2015-04-20 17:46:00 UTC,Santa Clara County Civic Center,80,2015-04-20 18:05:00 UTC,Japantown,9,180,nil
558281,874,2014-11-25 16:20:00 UTC,Santa Clara County Civic Center,80,2014-11-25 16:34:00 UTC,Japantown,9,110,95051
1297293,551,2016-07-31 17:10:00 UTC,Santa Clara County Civic Center,80,2016-07-31 17:19:00 UTC,Japantown,9,186,94705
754515,674,2015-05-05 19:04:00 UTC,San Jose Diridon Caltrain Station,2,2015-05-05 19:15:00 UTC,Japantown,9,84,95112
622973,636,2015-01-28 22:16:00 UTC,San Jose Diridon Caltrain Station,2,2015-01-28 22:27:00 UTC,Japantown,9,256,95112
620907,806,2015-01-27 18:05:00 UTC,San Jose Diridon Caltrain Station,2,2015-01-27 18:19:00 UTC,Japantown,9,296,95112
604711,593,2015-01-14 21:06:00 UTC,San Jose Diridon Caltrain Station,2,2015-01-14 21:16:00 UTC,Japantown,9,68,95112
482570,756,2014-10-03 18:23:00 UTC,San Jose Diridon Caltrain Station,2,2014-10-03 18:36:00 UTC,Japantown,9,180,95112
1296833,860,2016-07-30 15:46:00 UTC,San Jose Diridon Caltrain Station,2,2016-07-30 16:00:00 UTC,Japantown,9,36,95126
336133,740,2014-06-23 19:13:00 UTC,San Jose Diridon Caltrain Station,2,2014-06-23 19:25:00 UTC,Japantown,9,143,95112
819540,699,2015-06-24 01:11:00 UTC,San Jose Diridon Caltrain Station,2,2015-06-24 01:23:00 UTC,Japantown,9,671,95112
593171,767,2015-01-06 17:12:00 UTC,San Jose Diridon Caltrain Station,2,2015-01-06 17:25:00 UTC,Japantown,9,682,95112
572175,622,2014-12-09 18:17:00 UTC,San Jose Diridon Caltrain Station,2,2014-12-09 18:27:00 UTC,Japantown,9,716,95112
504343,672,2014-10-17 18:17:00 UTC,San Jose Diridon Caltrain Station,2,2014-10-17 18:28:00 UTC,Japantown,9,55,95112
1128504,872,2016-03-17 17:25:00 UTC,San Jose Diridon Caltrain Station,2,2016-03-17 17:40:00 UTC,Japantown,9,176,94105
102594,708,2013-11-20 23:38:00 UTC,San Jose Diridon Caltrain Station,2,2013-11-20 23:50:00 UTC,Japantown,9,697,95112
1051405,699,2016-01-04 17:40:00 UTC,San Jose Diridon Caltrain Station,2,2016-01-04 17:52:00 UTC,Japantown,9,682,94105
1228810,937,2016-06-06 17:35:00 UTC,San Jose Diridon Caltrain Station,2,2016-06-06 17:51:00 UTC,Japantown,9,658,95112
1298893,610,2016-08-01 18:34:00 UTC,San Jose Diridon Caltrain Station,2,2016-08-01 18:45:00 UTC,Japantown,9,232,94105
171759,861,2014-01-30 19:51:00 UTC,San Jose Diridon Caltrain Station,2,2014-01-30 20:05:00 UTC,Japantown,9,649,95112
278675,890,2014-05-09 18:20:00 UTC,San Jose Diridon Caltrain Station,2,2014-05-09 18:35:00 UTC,Japantown,9,709,95112
242831,846,2014-04-09 18:20:00 UTC,San Jose Diridon Caltrain Station,2,2014-04-09 18:34:00 UTC,Japantown,9,50,95112
851604,695,2015-07-17 17:11:00 UTC,San Jose Diridon Caltrain Station,2,2015-07-17 17:22:00 UTC,Japantown,9,644,94111
472695,691,2014-09-27 20:05:00 UTC,San Jose Diridon Caltrain Station,2,2014-09-27 20:17:00 UTC,Japantown,9,251,95112
1051573,894,2016-01-04 21:05:00 UTC,San Jose Diridon Caltrain Station,2,2016-01-04 21:19:00 UTC,Japantown,9,295,95112
1131951,774,2016-03-21 18:22:00 UTC,San Jose Diridon Caltrain Station,2,2016-03-21 18:35:00 UTC,Japantown,9,176,95112
1169161,721,2016-04-19 19:08:00 UTC,San Jose Diridon Caltrain Station,2,2016-04-19 19:20:00 UTC,Japantown,9,646,94105
1331103,921,2016-08-25 17:49:00 UTC,San Jose Diridon Caltrain Station,2,2016-08-25 18:04:00 UTC,Japantown,9,121,95112
738843,693,2015-04-23 18:20:00 UTC,San Jose Diridon Caltrain Station,2,2015-04-23 18:32:00 UTC,Japantown,9,117,95112
698251,576,2015-03-26 01:41:00 UTC,San Jose Diridon Caltrain Station,2,2015-03-26 01:51:00 UTC,Japantown,9,180,95112
502266,794,2014-10-16 17:11:00 UTC,San Jose Diridon Caltrain Station,2,2014-10-16 17:25:00 UTC,Japantown,9,205,95112
966268,603,2015-10-11 20:59:00 UTC,San Jose Diridon Caltrain Station,2,2015-10-11 21:09:00 UTC,Japantown,9,65,95112
1135150,689,2016-03-23 19:15:00 UTC,San Jose Diridon Caltrain Station,2,2016-03-23 19:26:00 UTC,Japantown,9,643,94105
800497,798,2015-06-09 17:16:00 UTC,San Jose Diridon Caltrain Station,2,2015-06-09 17:29:00 UTC,Japantown,9,91,95112
630299,651,2015-02-03 18:22:00 UTC,San Jose Diridon Caltrain Station,2,2015-02-03 18:32:00 UTC,Japantown,9,710,95112
435242,624,2014-09-02 19:01:00 UTC,San Jose Diridon Caltrain Station,2,2014-09-02 19:11:00 UTC,Japantown,9,12,95112
1079675,1121,2016-02-02 18:40:00 UTC,San Jose Diridon Caltrain Station,2,2016-02-02 18:58:00 UTC,Japantown,9,124,95112
1260060,918,2016-06-29 18:03:00 UTC,San Jose Diridon Caltrain Station,2,2016-06-29 18:18:00 UTC,Japantown,9,98,95112
425697,1184,2014-08-26 17:42:00 UTC,San Jose Diridon Caltrain Station,2,2014-08-26 18:01:00 UTC,Japantown,9,703,95112
385615,877,2014-07-29 18:38:00 UTC,San Jose Diridon Caltrain Station,2,2014-07-29 18:53:00 UTC,Japantown,9,25,95112
229327,827,2014-03-27 18:17:00 UTC,San Jose Diridon Caltrain Station,2,2014-03-27 18:31:00 UTC,Japantown,9,688,95112
692297,910,2015-03-21 20:38:00 UTC,San Jose Diridon Caltrain Station,2,2015-03-21 20:53:00 UTC,Japantown,9,57,95112
1045259,1043,2015-12-21 19:42:00 UTC,San Jose Diridon Caltrain Station,2,2015-12-21 19:59:00 UTC,Japantown,9,103,95112
1153596,659,2016-04-07 17:17:00 UTC,San Jose Diridon Caltrain Station,2,2016-04-07 17:28:00 UTC,Japantown,9,99,94105
1226191,957,2016-06-03 17:40:00 UTC,San Jose Diridon Caltrain Station,2,2016-06-03 17:56:00 UTC,Japantown,9,305,95112
1316934,1089,2016-08-15 17:19:00 UTC,San Jose Diridon Caltrain Station,2,2016-08-15 17:38:00 UTC,Japantown,9,255,95112
404039,862,2014-08-11 19:13:00 UTC,San Jose Diridon Caltrain Station,2,2014-08-11 19:27:00 UTC,Japantown,9,256,95112
267225,732,2014-04-30 19:30:00 UTC,San Jose Diridon Caltrain Station,2,2014-04-30 19:42:00 UTC,Japantown,9,669,95112
549835,911,2014-11-18 17:17:00 UTC,San Jose Diridon Caltrain Station,2,2014-11-18 17:32:00 UTC,Japantown,9,148,94110
1289838,983,2016-07-25 18:05:00 UTC,San Jose Diridon Caltrain Station,2,2016-07-25 18:21:00 UTC,Japantown,9,57,95112
50843,997,2013-10-08 22:16:00 UTC,San Jose Diridon Caltrain Station,2,2013-10-08 22:32:00 UTC,Japantown,9,82,95112
91685,1254,2013-11-11 11:07:00 UTC,San Jose Diridon Caltrain Station,2,2013-11-11 11:28:00 UTC,Japantown,9,196,95112
307757,870,2014-06-02 18:40:00 UTC,San Jose Diridon Caltrain Station,2,2014-06-02 18:54:00 UTC,Japantown,9,209,95112
897462,633,2015-08-19 19:39:00 UTC,San Jose Diridon Caltrain Station,2,2015-08-19 19:50:00 UTC,Japantown,9,648,95112
1041742,681,2015-12-16 18:44:00 UTC,San Jose Diridon Caltrain Station,2,2015-12-16 18:55:00 UTC,Japantown,9,676,94105
1221734,669,2016-06-01 01:41:00 UTC,San Jose Diridon Caltrain Station,2,2016-06-01 01:52:00 UTC,Japantown,9,681,95112
533262,747,2014-11-06 17:14:00 UTC,San Jose Diridon Caltrain Station,2,2014-11-06 17:26:00 UTC,Japantown,9,141,95112
939887,803,2015-09-21 18:25:00 UTC,San Jose Diridon Caltrain Station,2,2015-09-21 18:39:00 UTC,Japantown,9,295,94105
1326200,833,2016-08-22 18:42:00 UTC,San Jose Diridon Caltrain Station,2,2016-08-22 18:56:00 UTC,Japantown,9,670,95112
113159,940,2013-12-02 23:09:00 UTC,San Jose Diridon Caltrain Station,2,2013-12-02 23:25:00 UTC,Japantown,9,665,95112
220371,771,2014-03-19 18:16:00 UTC,San Jose Diridon Caltrain Station,2,2014-03-19 18:29:00 UTC,Japantown,9,142,95112
813438,635,2015-06-18 19:20:00 UTC,San Jose Diridon Caltrain Station,2,2015-06-18 19:30:00 UTC,Japantown,9,127,94111
811574,659,2015-06-17 18:20:00 UTC,San Jose Diridon Caltrain Station,2,2015-06-17 18:31:00 UTC,Japantown,9,116,94111
781734,921,2015-05-26 18:21:00 UTC,San Jose Diridon Caltrain Station,2,2015-05-26 18:36:00 UTC,Japantown,9,110,94111
699838,772,2015-03-26 18:16:00 UTC,San Jose Diridon Caltrain Station,2,2015-03-26 18:29:00 UTC,Japantown,9,64,95112
934141,601,2015-09-16 20:20:00 UTC,San Jose Diridon Caltrain Station,2,2015-09-16 20:30:00 UTC,Japantown,9,714,94105
1097944,684,2016-02-18 17:46:00 UTC,San Jose Diridon Caltrain Station,2,2016-02-18 17:58:00 UTC,Japantown,9,57,94105
1281334,630,2016-07-18 19:36:00 UTC,San Jose Diridon Caltrain Station,2,2016-07-18 19:47:00 UTC,Japantown,9,53,95112
304791,982,2014-05-30 18:17:00 UTC,San Jose Diridon Caltrain Station,2,2014-05-30 18:34:00 UTC,Japantown,9,41,95112
762296,736,2015-05-11 18:09:00 UTC,San Jose Diridon Caltrain Station,2,2015-05-11 18:21:00 UTC,Japantown,9,46,95112
471832,642,2014-09-26 18:18:00 UTC,San Jose Diridon Caltrain Station,2,2014-09-26 18:28:00 UTC,Japantown,9,226,95112
450851,694,2014-09-12 18:00:00 UTC,San Jose Diridon Caltrain Station,2,2014-09-12 18:12:00 UTC,Japantown,9,119,95112
1020125,1031,2015-11-23 18:42:00 UTC,San Jose Diridon Caltrain Station,2,2015-11-23 18:59:00 UTC,Japantown,9,91,95112
1296255,826,2016-07-29 18:05:00 UTC,San Jose Diridon Caltrain Station,2,2016-07-29 18:18:00 UTC,Japantown,9,257,95112
377349,684,2014-07-23 19:17:00 UTC,San Jose Diridon Caltrain Station,2,2014-07-23 19:29:00 UTC,Japantown,9,678,95112
353437,911,2014-07-07 17:10:00 UTC,San Jose Diridon Caltrain Station,2,2014-07-07 17:26:00 UTC,Japantown,9,53,95112
311228,669,2014-06-04 18:33:00 UTC,San Jose Diridon Caltrain Station,2,2014-06-04 18:44:00 UTC,Japantown,9,72,95112
254093,61432,2014-04-18 19:35:00 UTC,San Jose Diridon Caltrain Station,2,2014-04-19 12:39:00 UTC,Japantown,9,151,95112
896917,722,2015-08-19 16:47:00 UTC,San Jose Diridon Caltrain Station,2,2015-08-19 16:59:00 UTC,Japantown,9,160,95112
793013,652,2015-06-03 19:02:00 UTC,San Jose Diridon Caltrain Station,2,2015-06-03 19:13:00 UTC,Japantown,9,65,95112
937320,747,2015-09-18 18:21:00 UTC,San Jose Diridon Caltrain Station,2,2015-09-18 18:33:00 UTC,Japantown,9,132,94105
1108367,626,2016-02-28 02:06:00 UTC,San Jose Diridon Caltrain Station,2,2016-02-28 02:17:00 UTC,Japantown,9,78,95112
435289,767,2014-09-02 19:37:00 UTC,San Jose Diridon Caltrain Station,2,2014-09-02 19:50:00 UTC,Japantown,9,182,94403
1180984,701,2016-04-28 17:13:00 UTC,San Jose Diridon Caltrain Station,2,2016-04-28 17:25:00 UTC,Japantown,9,57,94105
261389,745,2014-04-25 18:35:00 UTC,San Jose Diridon Caltrain Station,2,2014-04-25 18:47:00 UTC,Japantown,9,199,95112
615289,615,2015-01-22 22:16:00 UTC,San Jose Diridon Caltrain Station,2,2015-01-22 22:27:00 UTC,Japantown,9,142,95112
458211,772,2014-09-17 18:35:00 UTC,San Jose Diridon Caltrain Station,2,2014-09-17 18:48:00 UTC,Japantown,9,664,95112
219048,702,2014-03-18 20:16:00 UTC,San Jose Diridon Caltrain Station,2,2014-03-18 20:28:00 UTC,Japantown,9,130,95112
1103406,750,2016-02-23 19:16:00 UTC,San Jose Diridon Caltrain Station,2,2016-02-23 19:29:00 UTC,Japantown,9,195,94105
869739,788,2015-07-30 18:43:00 UTC,San Jose Diridon Caltrain Station,2,2015-07-30 18:56:00 UTC,Japantown,9,40,95112
819453,606,2015-06-23 20:21:00 UTC,San Jose Diridon Caltrain Station,2,2015-06-23 20:31:00 UTC,Japantown,9,39,94111
437223,712,2014-09-03 20:13:00 UTC,San Jose Diridon Caltrain Station,2,2014-09-03 20:25:00 UTC,Japantown,9,76,95112
926791,660,2015-09-10 20:21:00 UTC,San Jose Diridon Caltrain Station,2,2015-09-10 20:32:00 UTC,Japantown,9,261,94105
1120345,668,2016-03-09 17:45:00 UTC,San Jose Diridon Caltrain Station,2,2016-03-09 17:56:00 UTC,Japantown,9,50,94105
1191743,1710,2016-05-07 20:19:00 UTC,San Jose Diridon Caltrain Station,2,2016-05-07 20:48:00 UTC,Japantown,9,70,94015
184095,722,2014-02-13 20:14:00 UTC,San Jose Diridon Caltrain Station,2,2014-02-13 20:26:00 UTC,Japantown,9,45,95112
419609,527,2014-08-22 01:35:00 UTC,San Jose Diridon Caltrain Station,2,2014-08-22 01:44:00 UTC,Japantown,9,76,95112
